title_1,title_2,title_3,title_4,bold_terms,sources,urls,references,definition,organization,country,year
BASIC TERMS,LAND USE,,,,or land occasionally cut for hay,http://dnr.state.il.us/mines/lrd/guides/farm6.htm,,"Specific use or management-related activity, rather than the vegetation or cover of the land. The categories of and use are cropland, developed water resource, fish and wildlife habitat, forestry, industrial/commercial, pastureland , recreation, residential, and undeveloped land",or land occasionally cut for hay,,
BASIC TERMS,LAND USE,,,,,http://cfpm.org/caves/CAVESWiki/Glossary,,The activity land is used for,,,
BASIC TERMS,LAND USE,,,,"Di Gregorio and Jansen 1997, 1998, Jansen and Di Gregorio 1998",,,"The arrangements, activities and inputs people undertake in a certain land cover type to produce, change or maintain it . A given land use may take place on one, or more than one, piece of land and several land uses may occur on the same piece of land. Definition of land use in this way provides a basis for precise and quantitative economic and environmental impact analysis and permits precise distinctions between land uses, if required. Lands may be devoid of forest cover, but may be used for forestry purposes. Similarly, lands may have tree cover, but not used for forestry use – i.e. ""urban forests.""","Di Gregorio and Jansen , , Jansen and Di Gregorio",,1997
BASIC TERMS,LAND USE,,,,,http://ceos.cnes.fr:8100/cdrom-00b/ceos1/science/glossary/glossl.htm,,"The current use of an area of land. This term is different to, but often confused with, land cover",,,
BASIC TERMS,LAND USE,,,,the actual use of land and related structures and modifications to the landscape,http://srmwww.gov.bc.ca/risc/pubs/landuse/corporatelanduse/corporatelanduse-03.htm#a,,"The description of human enterprises on the land and water, and may have the following components: activities ; use-related land cover (where cover implies a use or is important to interpreting patterns or impacts of use); declared interests in the land (where use decisions may be affected by such interests); legal entities (legal boundaries, tenures, and regulations that affect use",the actual use of land and related structures and modifications to the landscape,,
BASIC TERMS,LAND USE,,,,,http://srmwww.gov.bc.ca/risc/pubs/landuse/corporatelanduse/corporatelanduse-03.htm#a,,The description of the human cultural activities on the land and water,,,
BASIC TERMS,LAND USE,,,,agro-,,,The direct interaction/manipulation with/of the ecosystem by man (Mücher et al 1993,agro,,
BASIC TERMS,LAND USE,,,,,http://www.csc.noaa.gov/crs/lca/faq_data.html#LULC,,"The documentation of human uses of the landscape: residential, commercial, agricultural, etc. Land use can be inferred but not explicitly derived from satellite and aerial imagery. There is no spectral basis for land use determination in satellite imagery",,,
BASIC TERMS,LAND USE,,,,HUDCC,http://www.nscb.gov.ph/peenra/Publications/Compendium/glossary.PDF,,"The employment of a site or holding so as to derive revenue or other benefits from it; the delineation by a governing authority of the utilization of the land within a particular jurisdiction so as to promote the most advantageous development of the community such as industrial, residential, commercial, recreational and other uses under a plan",HUDCC,,
BASIC TERMS,LAND USE,,,,,http://anmf.web1000.com/BIBLIOGRAPHY%20ON%20AFRICA%20MOUNTAINS.html,,The function for which the land is rendered in the attempt to satisfy some human wants,,,
BASIC TERMS,LAND USE,,,,Thompson 1996,,,"The human activity that is associated with a specific land unit, in terms of utilization, impacts or management practices",Thompson,,1996
BASIC TERMS,LAND USE,,,,,http://www.aag.org/hdgc/www/intro/glossary/glossary.html,,"The human employment of land; includes settlements, cultivation, pasture, rangeland, and recreation, among others",,,
BASIC TERMS,LAND USE,,,,Meyer and Turner 1992,,,The human employment of the land,Meyer and Turner,,1992
BASIC TERMS,LAND USE,,,,such as irrigated agriculture or recreation,http://www.greenfacts.org/glossary/jkl/land-use.htm; http://ma.caudillweb.com/proxy/Document.782.aspx,,"The human use of a piece of land for a certain purpose . Influenced by, but not synonymous with, land cover. and",such as irrigated agriculture or recreation,,
BASIC TERMS,LAND USE,,,,"Turner, et al. 1995",,,The intent and management strategy placed on a land cover type,"Turner, et al",,1995
BASIC TERMS,LAND USE,,,,,http://surf.tstc.edu/~rcozby/GPS/ap_terms.htm#L,,The nature of the Earth's surface in areas where the human imprint upon land is dominant,,,
BASIC TERMS,LAND USE,,,,USDA Forest Service 1989,,,The predominant purpose for which an area is employed,USDA Forest Service,,1989
BASIC TERMS,LAND USE,,,,Kalnensky et al. 2002,,,The purpose for which a specific land area is used by people; the socio-economic function of such an area,Kalnensky et al,,2002
BASIC TERMS,LAND USE,,,,,http://hosting.soonet.ca/eliris/remotesensing/bl130lec6.html,,"The purpose the land serves, for example, recreation, wildlife habitat, or agriculture, urban development, and mostly areas impacted by human activity. Knowledge of land use helps us to develop strategies to balance conservation, conflicting uses, and developmental pressures. Some of the issues which are of concern include the removal or disturbance of productive land, urban encroachment, and depletion of forests",,,
BASIC TERMS,LAND USE,,,,"e.g., protected areas, forestry for timber products, plantations, row-crop agriculture, pastures, or human settlements",,,"The purpose to which land is put by humans (Turner and Meyer 1994). Change in land use may or may not cause a significant change in land cover. For example, change from selectively harvested forest to protected forest will not cause much discernible cover change in the short term, but change to cultivated land will cause a large change in cover","e.g., protected areas, forestry for timber products, plantations, row-crop agriculture, pastures, or human settlements",,
BASIC TERMS,LAND USE,,,,Cihlar and Jansen 2001,,,The type of human activity taking place at or near the earth's surface,Cihlar and Jansen,,2001
BASIC TERMS,LAND USE,,,,,http://en.mimi.hu/environment/land_use.html,,"The way in which land is used, especially in farming and city planning",,,
BASIC TERMS,LAND USE,,,,Meyer 1995,,,"The way in which, and the purposes for which, humans employ the land and its resources",Meyer,,1995
BASIC TERMS,LAND USE,,,,"agriculture, residences, industries, etc.",http://www.abag.ca.gov/bayarea/sfep/reports/soe/soegloss.htm,,The way land is developed and used in terms of the kinds of activities allowed and the size of buildings and structures permitted,"agriculture, residences, industries, etc",,
BASIC TERMS,LAND USE,,,,"e.g., agriculture, residential areas, industrial areas",http://www.planning.arizona.edu/projects/proj_azcity_glossary.doc,,The way land is developed and used in terms of the kinds of anthropogenic activities that occur,"e.g., agriculture, residential areas, industrial areas",,
BASIC TERMS,LAND USE,,,Land-use change,UN-EP 2000,http://www.grida.no/climate/ipcc_tar/wg1/518.htm,,"A change in the use or management of land by humans, which may lead to a change in land cover. Land cover and land-use change may have an impact on the albedo, evapotrans-piration, sources and sinks of greenhouse gases, or other properties of the climate system and may thus have an impact on climate, locally or globally. See also: the IPCC Report on Land Use, Land-Use Change, and Forestry (IPCC, 2000",UN-EP,,2000
BASIC TERMS,LAND USE,,,Land-use change,USA-FED-Climate Change Science Program 2003,http://www.climatescience.gov/Library/stratplan2003/final/annexd.htm#L,,"A change in the use or management of land by humans, which may lead to a change in land cover. Land cover and land-use change may have an impact on the albedo, evapotranspiration, sources, and sinks of greenhouse gases, or other properties of the climate system, and may thus have an impact on climate, locally or globally",USA-FED-Climate Change Science Program,United States,2003
BASIC TERMS,LAND USE,,,Land-use change,,http://www.aag.org/hdgc/www/intro/glossary/glossary.html,,shift to a different land use or an intensification of an existing one,,,
BASIC TERMS,FOREST/FOREST LAND,,,,silva,http://www.bartleby.com/61/69/F0256900.html; http://www.europarl.eu.int/workingpapers/forest/eurfo124_en.htm; http://www.ashdownforest.org/html/conservation.html; http://www.wychwoodproject.org/templates/history.htm,,"ETYMOLOGY: Middle English, from Old French, from Medieval Latin forestis , outside (forest), from Latin for s, outside. . In several European languages, the root for(s) today still means outsider -(e.g. foreigner). . The word “forest” in Medieval England came to mean land outside cultivation and belonging by default to the Crown. There is no direct reference to trees or woodland. . The term ""forest"" was a legal and did not mean that the whole area was wooded. “The word foresta appears for the first time in the laws of the Longobards and the capitularies of Charlemagne, referring not to woodlands in general but only to the royal game preserves. The obscure Latin verb forestare meant 'to keep out, to place off limits, to exclude.' In effect, during the Merovingian period in which the word foresta entered the lexicon, kings had taken it upon themselves to place public bans on vast tracts of woodlands in order to insure the survival of their wildlife, which in turn would insure the survival of a fundamental royal ritual--the hunt",silva,,
